utilization_gpu,gpu_temp,power_draw_w,gpu_mem_used,job_type_training,throttling,good_placement
22,52,138,17944,0,0,1
8,49,99,6119,0,0,1
11,58,144,8669,1,0,1
59,66,172,14752,1,0,1
38,60,137,12726,1,0,1
63,71,193,14980,0,0,1
77,79,224,13934,0,0,1
11,52,110,1367,1,0,1
72,75,223,8001,0,0,1
71,75,218,17248,1,0,1
54,61,187,12370,0,0,1
100,75,271,23619,1,0,0
30,60,163,12740,0,0,1
28,64,169,18669,1,0,1
39,61,168,17183,1,0,1
2,50,108,11622,1,0,1
66,75,221,8930,0,0,1
66,62,226,20006,0,0,1
2,36,114,6400,0,0,1
45,58,188,13379,0,0,1
87,83,243,10694,1,0,0
27,57,145,18515,1,0,1
92,75,237,23165,0,0,0
38,56,158,9304,1,0,1
80,85,252,1945,0,0,1
60,66,180,14297,1,0,1
52,65,164,11452,1,0,1
69,69,216,11564,1,0,1
59,66,187,23187,1,0,0
70,69,195,2414,1,0,1
84,86,236,8919,1,0,0
66,71,221,22957,1,0,0
21,55,140,19770,0,0,1
66,71,225,19507,0,0,1
61,77,224,8144,1,0,0
11,40,93,5430,1,0,1
88,74,236,2140,0,0,1
81,85,247,21576,0,0,1
38,59,167,12679,0,0,1
57,61,172,16533,0,0,1
89,71,259,8050,1,0,1
73,74,244,11722,0,0,1
10,53,102,7073,1,0,1
67,79,222,23002,1,0,0
75,66,240,5666,1,0,1
99,80,282,16983,1,0,0
10,44,94,9502,1,0,1
17,43,129,1812,0,0,1
48,61,162,11391,0,0,1
62,62,214,1464,1,0,1
82,79,225,7430,0,0,1
54,70,197,4661,0,0,1
9,44,120,5811,1,0,1
0,42,97,4279,1,0,1
44,59,188,23668,1,0,0
62,63,189,14052,1,0,1
18,56,129,20207,1,0,1
19,51,147,1393,1,0,1
37,63,172,19135,1,0,1
34,53,143,15508,0,0,1
31,65,155,17115,0,0,1
58,58,204,1941,0,0,1
12,49,98,2460,1,0,1
2,42,111,11345,1,0,1
59,58,198,23994,1,0,0
97,91,287,10076,0,0,1
12,54,105,3975,1,0,1
96,89,285,1426,0,0,1
78,74,217,17614,1,0,1
87,70,237,4973,1,0,1
12,49,109,3373,0,0,1
17,57,152,22388,0,0,0
78,77,232,3733,1,0,0
56,58,195,4291,0,0,1
67,77,199,17342,0,0,1
60,76,194,10111,0,0,1
7,39,114,1623,0,0,1
14,53,114,23081,1,0,0
53,72,212,7638,0,0,1
39,52,153,20863,1,0,1
9,51,94,8098,0,0,1
33,58,150,21407,1,0,1
45,65,151,17285,1,0,1
12,50,93,16079,0,0,1
75,84,226,5653,1,0,0
79,80,219,10785,0,0,1
10,50,104,19641,0,0,1
19,49,135,8461,0,0,1
13,58,118,6666,1,0,1
61,75,196,14499,1,0,1
85,70,250,2050,0,0,1
83,85,265,9989,1,0,0
31,48,153,20830,0,0,1
95,84,278,12752,1,0,0
64,72,209,19866,1,0,1
9,48,135,22013,1,0,0
48,55,155,13871,1,0,1
18,45,111,10555,1,0,1
27,51,127,10999,0,0,1
91,85,229,23876,1,0,0
88,77,225,19472,1,0,0
93,73,267,2667,1,0,1
35,57,171,1240,1,0,1
68,78,217,6037,0,0,1
58,64,214,21094,0,0,1
4,43,110,14927,1,0,1
35,67,181,20870,1,0,1
47,66,173,16113,1,0,1
35,57,168,16453,0,0,1
25,56,150,1669,1,0,1
21,47,108,16113,0,0,1
81,69,218,20250,0,0,1
84,71,245,11657,0,0,1
41,66,166,14347,0,0,1
20,43,125,21510,0,0,1
78,72,225,15600,0,0,1
27,59,159,23018,0,0,0
44,55,188,5147,0,0,1
60,69,185,20704,1,0,1
25,51,141,3170,0,0,1
98,87,267,14697,0,0,1
25,47,153,4575,1,0,1
96,90,255,12893,1,0,0
56,67,172,13780,1,0,1
41,60,170,21597,0,0,1
16,42,113,7018,0,0,1
77,75,226,20944,1,0,1
73,68,196,19682,0,0,1
86,73,228,1048,1,0,1
75,77,232,8221,1,0,0
76,73,244,15871,1,0,1
40,60,188,6187,1,0,1
4,40,106,14436,0,0,1
31,54,158,3578,0,0,1
27,54,162,19457,0,0,1
52,67,206,19993,1,0,1
76,73,220,23562,1,0,0
20,62,157,19561,1,0,1
77,75,244,4968,0,0,1
39,58,184,12844,0,0,1
68,66,232,5621,0,0,1
71,73,198,7550,1,0,1
75,65,221,22661,0,0,0
